cve_id,desc_len,word_count,is_injection,is_overflow,is_auth_bypass,is_xss,is_rce,is_dos,is_unauthenticated,is_root_admin,exploitability_score,av_network,av_adjacent,av_local,av_physical,ground_truth_severity
CVE-2018-4034,224,33,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4035,224,33,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4036,232,33,0,0,1,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2018-4037,210,31,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4041,243,38,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4042,243,38,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4043,306,50,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4044,243,38,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4045,243,38,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4046,317,49,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2018-4047,243,38,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-0449,796,128,0,0,0,0,0,0,0,0,0.6,0,0,1,0,MEDIUM
CVE-2018-0461,675,100,1,0,0,0,0,0,1,0,3.9,1,0,0,0,MEDIUM
CVE-2018-0474,578,83,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-0482,698,104,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-0483,586,87,0,0,0,1,0,0,0,0,2.1,1,0,0,0,MEDIUM
CVE-2019-5892,527,88,0,0,0,0,0,1,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5893,99,13,1,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0484,591,99,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2018-15453,1107,160,0,1,0,0,0,1,1,0,3.9,1,0,0,0,HIGH
CVE-2018-15456,551,87,0,0,0,0,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16803,100,16,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-15457,679,98,0,0,0,1,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2018-15458,912,141,0,0,0,0,0,1,1,0,3.9,1,0,0,0,MEDIUM
CVE-2017-3718,176,26,0,0,0,0,0,0,0,0,0.3,0,0,0,1,MEDIUM
CVE-2018-12166,191,29,0,0,0,0,0,1,0,0,0.8,0,0,1,0,MEDIUM
CVE-2018-12167,187,29,0,0,0,0,0,1,0,0,0.8,0,0,1,0,MEDIUM
CVE-2018-12177,216,29,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-18098,170,26,0,0,0,0,0,0,0,0,1.3,0,0,1,0,HIGH
CVE-2018-3703,209,31,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0088,188,27,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2017-1002152,133,20,1,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2017-1002157,125,18,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-20684,231,29,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-20685,232,40,0,0,0,0,0,0,0,0,1.6,1,0,0,0,MEDIUM
CVE-2018-15460,702,107,0,0,0,0,0,1,1,0,3.9,1,0,0,0,HIGH
CVE-2018-5403,276,41,0,0,0,0,0,0,0,0,2.2,1,0,0,0,HIGH
CVE-2018-5412,110,13,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-5413,155,24,0,0,1,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-15461,529,82,0,0,0,1,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2019-6126,270,39,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6127,185,28,1,0,0,0,1,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-6128,102,16,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-6129,179,31,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-6130,207,29,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-6131,163,20,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-6132,247,28,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6133,271,35,0,0,0,0,0,0,0,0,0.8,0,0,1,0,MEDIUM
CVE-2018-15464,548,83,0,0,0,0,0,1,1,0,3.9,1,0,0,0,MEDIUM
CVE-2018-15466,591,90,0,0,0,0,0,0,1,0,3.9,1,0,0,0,MEDIUM
CVE-2018-15467,693,102,0,0,0,1,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2019-6135,264,27,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6136,188,20,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6137,122,15,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6138,317,29,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2016-4642,243,34,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2016-4643,228,36,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2016-4644,270,41,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2016-7576,128,20,0,1,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2017-13886,158,22,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2017-13887,156,24,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2017-13888,87,14,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2017-13889,222,32,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-20203,169,26,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-20204,150,24,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-20205,72,10,0,1,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-20208,100,14,0,1,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-20213,159,17,0,0,0,0,0,0,1,0,3.9,1,0,0,0,HIGH
CVE-2019-20218,106,16,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-20220,126,17,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20221,167,28,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20222,139,22,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20223,152,25,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5179,321,46,0,0,0,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2013-3935,252,33,0,0,0,0,0,0,0,1,2.8,1,0,0,0,HIGH
CVE-2013-3936,171,24,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-10158,198,28,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-10775,111,16,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-14859,335,48,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-14862,232,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-14863,238,36,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-14864,294,46,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20219,82,11,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-20225,52,9,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-4532,169,27,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-4752,377,58,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-0048,144,26,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2014-0104,215,29,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2019-10205,236,44,0,0,0,0,0,0,0,0,0.8,0,0,1,0,MEDIUM
CVE-2013-3619,315,44,0,0,0,0,0,0,0,0,2.2,1,0,0,0,HIGH
CVE-2013-3620,234,30,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2014-0161,321,46,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2010-3782,108,17,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2013-3944,153,23,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3945,121,19,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3946,155,23,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-6242,395,61,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-7062,323,48,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-7485,380,55,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-7486,329,48,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-4553,189,23,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-3246,155,25,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3247,163,26,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3931,284,38,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2013-3932,270,36,1,0,0,0,0,0,0,1,2.8,1,0,0,0,HIGH
CVE-2013-3937,152,24,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3939,291,48,0,1,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-3941,282,48,0,1,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2013-7351,294,46,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-0011,296,42,0,0,0,0,1,1,0,0,3.9,1,0,0,0,CRITICAL
CVE-2014-0169,453,72,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-0183,145,25,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-0245,466,70,0,0,0,0,0,0,1,0,2.2,1,0,0,0,MEDIUM
CVE-2014-3590,206,37,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-0737,161,23,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-1420,390,58,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-1642,282,43,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-6275,273,44,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2014-8182,218,36,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2016-1000027,460,73,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-20329,107,18,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2020-5310,104,14,0,1,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2020-5311,76,10,0,1,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2020-5312,79,12,0,1,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2020-5313,73,10,0,1,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-20330,85,9,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-19441,269,36,0,0,0,0,0,0,0,0,2.8,0,1,0,0,MEDIUM
CVE-2019-5304,285,42,0,0,0,0,0,0,1,0,3.9,1,0,0,0,HIGH
CVE-2020-1785,312,46,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2020-1871,361,38,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-19086,85,13,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19087,85,13,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19088,78,10,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-19254,115,17,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-19311,87,15,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2012-4451,410,45,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19255,88,13,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19256,88,13,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-19257,115,18,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-19258,88,13,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-19259,109,16,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19260,115,18,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19261,70,11,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-19262,84,12,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19263,83,12,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19309,88,13,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19310,88,12,0,0,0,0,0,0,0,0,1.2,1,0,0,0,MEDIUM
CVE-2019-5063,328,47,0,1,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-5064,347,49,0,1,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-11993,1209,171,0,0,0,0,0,0,0,1,3.9,1,0,0,0,HIGH
CVE-2019-11994,1292,183,0,0,0,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2012-5693,774,94,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2012-5878,301,38,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2014-10398,368,55,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-4196,192,28,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-5140,280,42,1,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2014-5516,269,38,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-8337,322,44,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2020-5395,72,9,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2014-8516,215,30,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-19959,222,31,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-9537,322,44,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9538,332,47,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9539,328,44,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9540,317,44,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9541,258,36,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9542,322,44,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5496,105,13,0,1,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-13765,171,25,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-13766,160,23,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-3768,279,38,1,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5844,164,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5845,164,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5846,164,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5497,239,35,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2015-9540,110,14,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20334,280,38,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2020-5499,142,24,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-19312,222,34,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-19313,163,26,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-19314,82,13,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-19628,223,30,0,0,1,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-19629,208,33,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-19911,381,63,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-20336,120,14,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20337,122,15,1,0,0,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-20004,262,40,0,0,0,0,0,0,0,1,2.8,1,0,0,0,HIGH
CVE-2019-20077,214,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20153,343,41,0,0,0,0,0,0,0,0,1.2,1,0,0,0,MEDIUM
CVE-2019-20154,242,32,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20155,255,35,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2020-5305,115,22,0,0,0,1,0,0,0,0,1.7,1,0,0,0,MEDIUM
CVE-2020-5306,92,15,0,0,0,1,0,0,0,0,1.7,1,0,0,0,MEDIUM
CVE-2019-19266,136,22,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-19265,137,22,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5191,103,13,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5192,245,34,1,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-20352,169,23,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-20354,282,42,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5987,164,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-5988,201,30,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5989,209,31,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5990,136,22,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-15975,350,46,0,0,1,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2019-15976,350,46,0,0,1,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2019-15977,350,46,0,0,1,0,0,0,1,0,3.9,1,0,0,0,HIGH
CVE-2019-15978,586,80,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15979,586,80,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15980,669,91,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15981,669,91,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15982,669,91,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15983,842,123,0,0,1,0,0,0,0,0,1.2,1,0,0,0,MEDIUM
CVE-2019-15984,626,86,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15985,626,86,0,0,1,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2019-15999,595,87,0,0,0,0,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2020-5519,158,23,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-20343,292,44,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2016-11017,314,47,1,0,0,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2019-15602,157,23,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-15603,149,22,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-18792,543,96,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-9468,302,42,0,1,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-9469,321,46,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-9470,308,46,0,0,0,0,0,0,0,0,0.8,0,0,1,0,MEDIUM
CVE-2019-9471,311,46,0,0,0,0,0,0,0,0,0.8,0,0,1,0,MEDIUM
CVE-2019-9472,307,43,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2020-5840,170,25,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2015-4039,323,48,0,0,0,1,0,0,0,1,2.3,1,0,0,0,MEDIUM
CVE-2020-5514,122,21,0,0,0,0,0,0,0,0,2.3,1,0,0,0,CRITICAL
CVE-2020-5515,55,7,1,0,0,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2014-3743,237,35,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-16272,127,20,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-16273,307,48,0,0,0,0,1,0,1,1,3.9,1,0,0,0,CRITICAL
CVE-2019-16274,95,16,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-16716,57,9,0,0,0,0,0,0,0,0,0.7,1,0,0,0,MEDIUM
CVE-2019-16717,36,7,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-18179,318,53,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-19509,269,41,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-19585,297,44,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2020-5204,416,69,0,1,0,0,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2020-5512,60,7,0,0,0,0,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2020-5513,60,7,0,0,0,0,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2015-4553,92,14,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2015-5951,191,32,0,0,0,0,0,0,0,1,3.1,1,0,0,0,CRITICAL
CVE-2019-16271,178,25,0,0,0,0,0,0,1,0,3.9,1,0,0,0,MEDIUM
CVE-2019-18625,431,79,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-18842,357,56,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-20348,282,41,0,0,0,0,0,0,0,1,0.9,0,0,0,1,MEDIUM
CVE-2020-5846,613,94,0,0,0,0,1,0,0,1,2.8,1,0,0,0,HIGH
CVE-2014-8674,257,35,0,0,0,1,1,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2014-9405,201,31,0,0,0,1,1,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-7794,291,42,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6854,472,70,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-6855,358,54,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6856,299,42,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-6857,308,44,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2020-5843,92,16,0,0,0,1,0,0,0,0,1.7,1,0,0,0,MEDIUM
CVE-2013-5122,133,22,0,0,0,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2013-5571,68,10,0,1,0,0,0,1,0,0,2.2,1,0,0,0,MEDIUM
CVE-2020-5393,82,14,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2013-5637,30,5,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2013-5638,39,6,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2013-5656,62,8,0,1,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2013-5657,62,10,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2013-5658,36,5,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-14834,199,30,0,0,0,0,0,1,0,0,2.2,1,0,0,0,LOW
CVE-2019-14837,298,47,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-14843,349,61,0,0,0,0,0,0,1,0,2.8,1,0,0,0,HIGH
CVE-2019-14854,303,55,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-14866,432,73,0,0,0,0,0,0,0,0,1.3,0,0,1,0,HIGH
CVE-2019-14879,221,33,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2014-8673,169,17,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-14819,342,53,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-10465,616,98,0,0,0,0,0,0,1,0,2.8,1,0,0,0,HIGH
CVE-2019-10776,177,27,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-16154,213,33,0,0,0,1,0,0,1,0,2.8,1,0,0,0,MEDIUM
CVE-2019-18386,231,31,0,0,0,0,0,0,0,0,2.2,1,0,0,0,HIGH
CVE-2019-6700,223,31,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-9465,332,47,0,0,0,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2020-5307,312,40,1,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2020-5842,204,27,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-14906,539,91,0,1,0,0,0,1,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-6529,156,24,0,0,0,0,0,1,0,0,1.2,1,0,0,0,MEDIUM
CVE-2020-5841,150,20,1,0,0,0,0,0,1,0,3.9,1,0,0,0,CRITICAL
CVE-2019-18652,353,51,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-17146,550,83,0,0,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-17147,551,84,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
