cve_id,desc_len,word_count,is_injection,is_overflow,is_auth_bypass,is_xss,is_rce,is_dos,is_unauthenticated,is_root_admin,exploitability_score,av_network,av_adjacent,av_local,av_physical,ground_truth_severity
CVE-2018-1951,302,43,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-5311,146,17,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20671,188,25,0,1,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5312,213,31,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-20673,279,40,0,1,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2018-5410,314,46,0,1,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-5481,211,29,0,0,0,0,0,0,0,0,2.2,1,0,0,0,HIGH
CVE-2018-11788,469,77,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-11798,229,37,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1320,322,41,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-5488,225,20,1,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-5489,429,62,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2015-9275,76,13,0,0,0,0,0,0,0,0,3.9,1,0,0,0,MEDIUM
CVE-2019-5720,246,31,1,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-1918,320,46,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-1932,231,35,0,0,0,0,0,0,0,0,1.2,1,0,0,0,MEDIUM
CVE-2018-1993,225,40,0,0,0,0,0,0,0,0,2.5,0,0,1,0,MEDIUM
CVE-2018-2484,306,44,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-2499,175,28,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0238,183,23,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-0240,217,34,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0241,179,28,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0243,216,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-0244,208,29,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0245,208,29,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0246,134,18,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-0247,185,29,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-0248,199,29,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2019-0249,137,19,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0536,456,63,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0537,265,33,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0538,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0539,294,41,0,1,0,0,1,0,0,0,1.6,1,0,0,0,HIGH
CVE-2019-0541,333,46,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-0543,382,53,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0545,700,81,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0546,238,32,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0547,244,36,0,1,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-0548,234,35,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0549,456,63,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0550,338,51,0,0,0,0,1,0,0,0,1.7,0,1,0,0,HIGH
CVE-2019-0551,359,54,0,0,0,0,1,0,0,0,1.7,0,1,0,0,HIGH
CVE-2019-0552,259,39,0,0,0,0,0,0,0,0,2.0,0,0,1,0,HIGH
CVE-2019-0553,255,33,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0554,456,63,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0555,393,57,0,0,0,0,0,0,0,0,1.1,0,0,1,0,HIGH
CVE-2019-0556,320,41,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0557,320,41,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0558,390,48,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0559,247,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-0560,229,28,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0561,233,29,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0562,301,38,0,0,0,0,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-0564,216,32,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0565,186,24,0,1,0,0,1,0,0,0,1.6,1,0,0,0,HIGH
CVE-2019-0566,179,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-0567,294,41,0,1,0,0,1,0,0,0,1.6,1,0,0,0,HIGH
CVE-2019-0568,294,41,0,1,0,0,1,0,0,0,1.6,1,0,0,0,HIGH
CVE-2019-0569,456,63,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-0570,330,47,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0571,352,47,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0572,352,47,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0573,352,47,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0574,352,47,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0575,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0576,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0577,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0578,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0579,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0580,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0581,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0582,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0583,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0584,576,75,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2019-0585,367,49,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2019-0586,235,31,0,1,0,0,1,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-0588,258,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-0622,215,29,0,0,0,0,0,0,0,0,0.9,0,0,0,1,MEDIUM
CVE-2019-5716,164,24,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5717,184,27,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5718,186,29,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5719,202,30,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5721,193,26,0,0,0,0,0,1,0,0,1.8,0,0,1,0,MEDIUM
CVE-2019-5725,183,32,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-20674,229,28,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-20675,212,26,0,0,1,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2016-10735,156,21,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20676,82,12,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20677,86,13,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-3581,179,29,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2019-0542,178,23,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-20679,368,57,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2019-5747,402,65,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-20680,61,10,0,0,0,1,0,0,0,0,1.7,1,0,0,0,MEDIUM
CVE-2019-5748,89,10,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2016-10403,181,31,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2016-9651,203,37,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2017-15401,240,41,0,1,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2017-15402,348,59,0,0,0,0,0,0,0,0,2.8,1,0,0,0,CRITICAL
CVE-2017-15403,239,38,1,0,0,0,1,0,0,0,1.3,0,0,1,0,HIGH
CVE-2017-15404,288,45,0,0,1,0,0,1,0,1,1.8,0,0,1,0,HIGH
CVE-2017-15405,332,51,0,0,0,0,1,0,0,1,1.0,0,0,1,0,HIGH
CVE-2017-15428,253,43,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16065,198,32,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16066,154,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16067,157,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16068,156,25,0,0,0,0,0,0,0,0,2.8,1,0,0,0,CRITICAL
CVE-2018-16071,156,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16072,175,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16076,159,28,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16078,204,31,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16079,207,34,0,0,0,0,0,0,0,0,1.6,1,0,0,0,MEDIUM
CVE-2018-16080,201,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16081,284,46,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16082,177,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16083,194,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16084,221,34,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16085,168,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16087,168,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16088,191,32,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-17457,210,37,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-17458,200,32,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-17459,194,33,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-17461,160,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-17470,200,33,0,1,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-20065,187,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-20066,169,25,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-20067,255,42,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20068,199,34,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20069,223,40,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20070,199,32,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-20071,253,40,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6056,196,33,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6084,179,26,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-6091,206,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6093,152,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6096,209,32,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6097,203,32,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6100,208,32,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6106,194,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6109,283,50,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6110,166,27,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6111,179,29,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6112,189,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6113,186,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6114,180,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6117,185,27,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6120,229,36,0,1,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6123,154,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6124,173,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6126,156,28,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6127,209,35,0,0,0,0,0,0,0,0,2.8,1,0,0,0,CRITICAL
CVE-2018-6133,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6135,197,34,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6137,138,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6139,236,36,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6140,241,39,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6141,221,37,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6143,159,27,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6144,156,27,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6147,200,33,0,0,0,0,0,0,0,0,1.8,0,0,1,0,MEDIUM
CVE-2018-6151,236,41,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6153,197,34,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6158,155,25,0,0,0,0,0,0,0,0,1.6,1,0,0,0,HIGH
CVE-2018-6160,173,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6162,169,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6163,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6164,167,27,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6165,180,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6166,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6167,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6169,196,31,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6170,148,25,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6172,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6173,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6174,160,24,0,0,0,0,1,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-6175,198,30,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6178,225,38,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-6179,272,43,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2016-10736,164,20,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-0625,146,19,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0626,153,21,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0627,148,19,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0628,151,21,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0629,139,20,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0630,130,18,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0631,136,18,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0632,151,22,0,1,0,0,1,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0633,146,20,0,1,0,0,1,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0634,179,25,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0635,133,18,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0636,191,26,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0637,142,19,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0638,142,19,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0639,186,24,0,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0640,193,26,0,1,0,0,1,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0641,196,26,0,1,0,0,1,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-0651,374,52,0,1,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0665,402,56,0,0,0,0,0,0,0,0,0.9,0,1,0,0,MEDIUM
CVE-2018-0666,402,56,0,0,0,0,0,0,0,0,0.9,0,1,0,0,MEDIUM
CVE-2018-0667,225,37,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-0668,179,25,0,1,0,0,0,1,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0669,200,26,0,0,1,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0670,200,26,0,0,1,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0671,181,25,0,0,1,0,1,0,0,1,0.8,0,0,1,0,MEDIUM
CVE-2018-0676,209,31,0,0,1,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-0677,172,24,0,0,0,0,0,0,0,1,0.9,0,1,0,0,MEDIUM
CVE-2018-0678,161,24,0,1,0,0,1,0,0,0,0.9,0,1,0,0,MEDIUM
CVE-2018-0688,3457,508,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-0689,3445,510,1,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-0698,150,21,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-0702,142,19,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-0703,136,19,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-0704,136,19,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-0705,131,19,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-1000406,362,49,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000407,262,33,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000408,380,50,0,0,0,0,0,1,0,0,3.9,1,0,0,0,MEDIUM
CVE-2018-1000409,294,39,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000410,448,53,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-1000411,163,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000412,319,41,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-1000413,260,36,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-1000414,228,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-1000415,769,39,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-1000416,218,31,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000417,187,23,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-1000418,342,42,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-1000419,222,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000420,216,29,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000421,337,43,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000422,298,37,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-1000423,281,36,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-1000424,310,38,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-1000425,246,33,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-1000426,405,40,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16164,184,25,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-16165,155,21,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16166,123,17,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16167,111,15,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-16168,119,16,1,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-16169,150,23,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16170,172,23,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16171,162,24,0,0,0,0,0,0,0,0,2.8,1,0,0,0,HIGH
CVE-2018-16172,238,33,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16173,159,22,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16174,183,26,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16175,169,23,1,0,0,0,0,0,0,1,1.2,1,0,0,0,HIGH
CVE-2018-16176,179,27,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-16177,218,34,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-16178,165,25,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-16179,215,30,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2018-16180,158,21,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16181,287,41,1,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16182,179,28,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-16183,357,55,0,0,0,0,1,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-16184,301,44,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-16185,410,59,0,0,0,0,0,0,0,0,1.8,0,0,1,0,HIGH
CVE-2018-16186,517,75,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-16187,481,67,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2018-16188,472,67,1,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-16191,439,58,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16192,244,35,0,0,0,0,0,0,0,0,2.8,0,1,0,0,MEDIUM
CVE-2018-16193,259,34,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-16194,215,28,0,0,0,0,0,0,0,0,1.2,1,0,0,0,HIGH
CVE-2018-16195,234,35,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-16196,554,70,0,0,0,0,0,1,0,0,3.9,1,0,0,0,HIGH
CVE-2018-16197,241,37,0,0,0,0,0,0,0,0,2.8,0,1,0,0,MEDIUM
CVE-2018-16198,238,36,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-16199,226,32,0,0,0,1,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2018-16200,179,27,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-16201,293,43,0,0,0,0,0,0,0,0,2.8,0,1,0,0,HIGH
CVE-2018-16202,234,26,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-16203,178,24,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-16204,185,25,0,0,0,1,0,0,0,0,1.7,1,0,0,0,MEDIUM
CVE-2018-16205,145,22,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2018-20681,453,63,0,0,0,0,0,0,0,0,0.9,0,0,0,1,MEDIUM
CVE-2018-20682,138,19,0,0,0,1,0,0,0,0,2.3,1,0,0,0,MEDIUM
CVE-2019-3498,342,51,0,0,0,0,0,0,0,0,2.8,1,0,0,0,MEDIUM
CVE-2019-5882,99,18,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2018-0181,635,94,0,0,0,0,0,0,1,0,3.9,1,0,0,0,HIGH
CVE-2018-0282,719,115,0,0,0,0,0,1,1,0,2.2,1,0,0,0,MEDIUM
CVE-2018-20683,214,35,0,0,0,0,0,0,0,0,2.2,1,0,0,0,HIGH
CVE-2019-5884,143,20,0,0,0,0,0,0,0,0,2.2,1,0,0,0,MEDIUM
CVE-2019-5886,282,40,0,0,0,0,0,0,0,0,3.9,1,0,0,0,CRITICAL
CVE-2019-5887,253,39,0,0,0,0,0,0,0,0,3.9,1,0,0,0,HIGH
CVE-2018-4032,293,45,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
CVE-2018-4033,212,31,0,0,1,0,0,0,0,1,1.8,0,0,1,0,MEDIUM
